Document,Date,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
201,16/06/2010,610000,98030520,Single Family,01/06/2010,345800,0.794577206,767704,1,6866,3200,0,2.75,5,10,2007,0,0,266000,484000,98075,FALSE
202,04/04/2007,825000,98030530,Single Family,01/04/2007,430900,0.990119485,833233,1,7024,3490,0,3.25,4,10,2006,0,0,276000,504000,98075,TRUE
203,15/11/2006,822950,98030630,Single Family,01/11/2006,421200,0.967830882,850304,1,8131,3830,0,3.75,5,10,2005,0,0,280000,537000,98075,TRUE
204,15/10/2006,799950,98030660,Single Family,01/10/2006,418300,0.961167279,832269,1,7208,3880,0,2.5,4,10,2006,0,1,262000,540000,98075,TRUE
205,08/02/2008,742000,98030660,Single Family,01/02/2008,418400,0.961397059,771793,1,7208,3880,0,2.5,4,10,2006,0,1,262000,540000,98075,FALSE
206,12/09/2007,790000,98030680,Single Family,01/09/2007,433500,0.99609375,793098,1,7180,3490,0,3.25,4,10,2006,0,1,262000,508000,98075,TRUE
207,18/09/2007,769950,98030700,Single Family,01/09/2007,433500,0.99609375,772969,1,6713,3200,0,2.75,5,10,2006,0,1,252000,488000,98075,TRUE
224,16/03/2006,350000,100500070,Single Family,01/03/2006,392100,0.900965074,388472,1,8463,1990,0,2.25,4,7,1996,0,0,80000,178000,98003,FALSE
225,07/12/2006,360000,100500250,Single Family,01/12/2006,423400,0.972886029,370033,1,7813,2960,920,3.5,5,7,1996,0,0,80000,201000,98003,FALSE
226,16/05/2006,216900,100600250,Single Family,01/05/2006,400600,0.920496324,235634,1,7500,970,0,1,3,7,1969,0,0,58000,104000,98023,FALSE
227,19/05/2006,240000,100600560,Single Family,01/05/2006,400600,0.920496324,260729,1,7504,1230,0,2,4,6,1970,0,0,58000,131000,98023,FALSE
228,30/04/2008,335000,100601040,Single Family,01/04/2008,411700,0.946001838,354122,1,8908,1220,170,1.75,3,7,1976,0,0,58000,153000,98023,FALSE
229,26/09/2012,240000,100601190,Single Family,01/09/2012,329600,0.757352941,316893,1,7440,1820,780,2.5,4,7,1975,0,0,58000,186000,98023,FALSE
230,20/06/2006,293000,100610010,Single Family,01/06/2006,404400,0.929227941,315316,1,7480,1470,420,2.5,3,7,1977,0,0,58000,157000,98023,FALSE
231,20/12/2010,187000,100610080,Single Family,01/12/2010,330600,0.759650735,246166,1,7840,1750,0,1.75,4,7,1977,0,0,58000,147000,98023,FALSE
232,21/02/2007,945000,103000024,Single Family,01/02/2007,427800,0.982996324,961346,1,8410,2870,1090,2.5,3,10,1998,0,0,244000,692000,98115,FALSE
233,09/05/2007,580000,103000116,Single Family,01/05/2007,432100,0.992876838,584161,1,5500,2070,940,1.75,3,7,1946,0,0,420000,204000,98115,FALSE
234,30/11/2007,305000,103400160,Single Family,01/11/2007,428400,0.984375,309841,1,7748,1590,0,2.25,3,7,1991,0,0,80000,175000,98003,FALSE
235,23/05/2006,307000,103400260,Single Family,01/05/2006,400600,0.920496324,333516,1,7350,2040,0,2.5,3,7,1990,0,0,80000,166000,98003,FALSE
236,27/05/2009,225000,103400260,Single Family,01/05/2009,360700,0.828814338,271472,1,7350,2040,0,2.5,3,7,1990,0,0,80000,166000,98003,FALSE
237,20/12/2006,300000,103400330,Single Family,01/12/2006,423400,0.972886029,308361,1,7606,1660,0,2.25,3,7,1989,0,0,80000,178000,98003,FALSE
238,12/03/2009,200000,104500760,Single Family,01/03/2009,369800,0.849724265,235370,1,7208,1620,0,1.75,3,7,1981,0,0,65000,157000,98023,FALSE
239,13/05/2013,220000,104500920,Single Family,01/05/2013,360700,0.828814338,265439,1,7334,1660,530,2.75,4,7,1983,0,0,65000,149000,98023,FALSE
240,29/10/2007,320000,104501040,Single Family,01/10/2007,431300,0.991038603,322894,1,7854,1500,0,2,4,7,1983,0,0,65000,166000,98023,FALSE
241,11/11/2009,252500,104510230,Single Family,01/11/2009,350900,0.806295956,313160,1,7210,1540,0,2,3,7,1984,0,0,65000,172000,98023,FALSE
242,17/07/2006,328000,104520090,Single Family,01/07/2006,407700,0.936810662,350124,1,7210,1750,0,2.5,3,7,1985,0,0,65000,189000,98023,FALSE
243,25/05/2006,284950,104520310,Single Family,01/05/2006,400600,0.920496324,309561,1,7224,1730,0,2.75,3,7,1985,0,0,65000,189000,98023,FALSE
244,21/06/2006,265000,104530220,Single Family,01/06/2006,404400,0.929227941,285183,1,6974,1140,0,1.75,3,7,1986,0,0,65000,132000,98023,FALSE
245,06/04/2006,286498,104540350,Single Family,01/04/2006,396500,0.911075368,314461,1,6000,1230,0,1.75,3,7,1987,0,0,65000,133000,98023,FALSE
246,28/02/2006,304720,104540570,Single Family,01/02/2006,387600,0.890625,342142,1,5995,1700,0,2.25,3,7,1986,0,0,65000,188000,98023,FALSE
247,28/08/2007,298000,104540820,Single Family,01/08/2007,434600,0.998621324,298411,1,5999,1430,0,2.25,3,7,1987,0,0,65000,147000,98023,FALSE
248,22/02/2007,267800,104550080,Single Family,01/02/2007,427800,0.982996324,272432,1,7077,1260,0,2,3,7,1988,0,0,65000,180000,98023,FALSE
249,09/04/2007,314950,104550540,Single Family,01/04/2007,430900,0.990119485,318093,1,6650,1610,0,2,4,7,1989,0,0,65000,158000,98023,FALSE
250,27/08/2009,235000,104550580,Single Family,01/08/2009,352600,0.810202206,290051,1,6671,1990,0,2.5,4,7,1989,0,0,65000,175000,98023,FALSE
251,12/04/2007,400950,104570460,Single Family,01/04/2007,430900,0.990119485,404951,1,7802,2330,0,2.75,4,8,1992,0,0,68000,221000,98023,FALSE
252,12/09/2006,365000,104570630,Single Family,01/09/2006,414800,0.953125,382951,1,6866,1890,0,2.25,4,8,1992,0,0,68000,193000,98023,FALSE
253,14/08/2007,351000,106000135,Single Family,01/08/2007,434600,0.998621324,351485,1,8168,860,0,1,2,6,1948,0,0,301000,104000,98177,FALSE
254,27/01/2010,415000,106000150,Single Family,01/01/2010,350800,0.806066176,514846,1,8168,1200,0,2,3,6,1948,0,0,301000,155000,98177,FALSE
255,11/04/2012,389000,106000150,Single Family,01/04/2012,315200,0.724264706,537096,1,8168,1200,0,2,3,6,1948,0,0,301000,155000,98177,FALSE
256,21/05/2009,400000,106000355,Single Family,01/05/2009,360700,0.828814338,482617,1,8395,1300,0,1.75,3,6,1948,0,0,301000,101000,98177,FALSE
257,16/02/2006,325000,106000360,Single Family,01/02/2006,387600,0.890625,364912,1,8391,850,0,1,2,6,1948,0,0,301000,56000,98177,FALSE
258,27/03/2014,405000,106000395,Single Family,01/03/2014,392100,0.900965074,449518,1,8053,1410,0,1,3,7,1951,0,0,301000,109000,98177,FALSE
259,20/01/2010,300000,107000030,Townhouse,01/01/2010,350800,0.806066176,372178,1,1654,1340,0,1.5,2,8,2009,0,0,94000,266000,98177,FALSE
260,04/01/2010,375000,107000032,Townhouse,01/01/2010,350800,0.806066176,465222,1,2900,1820,0,3.5,4,8,2009,0,0,94000,344000,98177,TRUE
261,04/05/2009,310000,108000117,Townhouse,01/05/2009,360700,0.828814338,374028,1,2290,1290,0,2.5,3,8,2005,0,2,87000,257000,98177,FALSE
262,09/10/2006,399000,108000121,Townhouse,01/10/2006,418300,0.961167279,415120,1,1975,1440,0,2.5,3,8,2006,0,2,87000,271000,98177,TRUE
264,30/11/2006,307450,109200040,Single Family,01/11/2006,421200,0.967830882,317669,1,7272,1830,440,1.75,3,8,1979,0,0,66000,195000,98023,FALSE
265,27/03/2008,319950,109200210,Single Family,01/03/2008,415100,0.953814338,335443,1,7000,2240,600,2.25,3,8,1981,0,0,66000,185000,98023,FALSE
266,20/08/2014,245000,109200390,Single Family,01/08/2014,403500,0.927159926,264248,1,3900,1480,0,1.75,3,7,1980,0,0,66000,162000,98023,FALSE
267,17/07/2006,297000,109200410,Single Family,01/07/2006,407700,0.936810662,317033,1,6800,1490,360,2.5,3,7,1987,0,0,66000,141000,98023,FALSE
268,05/04/2007,329950,109200530,Single Family,01/04/2007,430900,0.990119485,333243,1,5950,1940,460,1.75,3,8,1979,0,0,66000,209000,98023,FALSE
269,04/04/2006,315000,109210190,Single Family,01/04/2006,396500,0.911075368,345745,1,7500,2010,680,2.75,3,8,1983,0,0,66000,174000,98023,FALSE
270,16/01/2007,299950,109210370,Single Family,01/01/2007,425600,0.977941176,306716,1,6930,1910,440,2.5,3,7,1981,0,0,66000,206000,98023,FALSE
271,29/08/2006,329500,110700010,Single Family,01/08/2006,411100,0.944623162,348816,1,9904,1570,600,2.25,2,7,1983,0,1,97000,133000,98031,FALSE
272,02/03/2012,73000,111000049,Single Family,01/03/2012,313600,0.720588235,101306,1,7201,2120,860,2.5,5,7,2012,0,0,81000,238000,98168,FALSE
273,12/03/2012,73000,111000051,Single Family,01/03/2012,313600,0.720588235,101306,1,7561,2110,820,2.5,5,7,2012,0,0,81000,237000,98168,FALSE
274,29/12/2006,229950,111000086,Single Family,01/12/2006,423400,0.972886029,236359,1,10101,1400,700,2,4,6,1942,0,0,97000,145000,98168,FALSE
275,09/02/2015,146000,111000190,Single Family,01/02/2015,417900,0.960248162,152044,1,9750,780,0,1,2,6,1937,0,1,87000,49000,98168,FALSE
277,08/08/2007,380950,112900080,Single Family,01/08/2007,434600,0.998621324,381476,1,5031,1620,0,2.5,3,7,2000,0,0,89000,229000,98019,FALSE
278,08/09/2008,335000,112900110,Single Family,01/09/2008,394900,0.907398897,369187,1,5992,1620,0,2.5,3,7,2001,0,0,90000,230000,98019,FALSE
279,01/02/2007,419950,112900140,Single Family,01/02/2007,427800,0.982996324,427214,1,4643,1980,0,2.25,3,7,2001,0,0,88000,252000,98019,FALSE
280,17/10/2008,380000,112900140,Single Family,01/10/2008,390600,0.897518382,423390,1,4643,1980,0,2.25,3,7,2001,0,0,88000,252000,98019,FALSE
281,21/07/2006,375000,112900200,Single Family,01/07/2006,407700,0.936810662,400294,1,4354,1960,0,2.25,3,7,2000,0,0,88000,244000,98019,FALSE
282,25/04/2006,359950,112900210,Single Family,01/04/2006,396500,0.911075368,395083,1,3577,1510,0,2.25,3,7,2000,0,0,87000,217000,98019,FALSE
283,30/04/2007,497500,114100084,Single Family,01/04/2007,430900,0.990119485,502465,1,33300,920,0,1,2,7,1946,0,0,285000,5000,98028,FALSE
284,24/06/2009,480000,114100090,Single Family,01/06/2009,357100,0.820542279,584979,1,7727,2680,0,2.5,3,9,2007,0,0,171000,403000,98028,TRUE
285,17/11/2011,400000,114100097,Single Family,01/11/2011,312200,0.717371324,557591,1,5267,2570,0,2.5,4,9,2007,0,0,159000,395000,98028,FALSE
286,12/02/2007,355950,114100235,Single Family,01/02/2007,427800,0.982996324,362107,1,9584,1410,0,1,3,7,1951,0,0,182000,156000,98028,FALSE
287,25/04/2006,600000,114100294,Multiplex,01/04/2006,396500,0.911075368,658562,3,44083,3930,1720,4.5,7,10,1992,0,0,287000,498000,98028,FALSE
288,23/09/2013,390000,114100297,Single Family,01/09/2013,377500,0.867417279,449611,1,8456,1560,0,1.75,3,7,1970,0,0,164000,243000,98028,FALSE
289,14/06/2012,445000,114100304,Single Family,01/06/2012,322000,0.739889706,601441,1,21370,2800,0,2.5,4,8,2003,0,0,200000,331000,98028,FALSE
290,16/08/2007,308950,114100354,Single Family,01/08/2007,434600,0.998621324,309377,1,10296,1090,0,1,3,6,1950,0,0,174000,89000,98028,FALSE
293,18/01/2006,310000,114100633,Single Family,01/01/2006,383200,0.880514706,352067,1,13167,1210,0,1,2,6,1949,0,0,299000,1000,98028,FALSE
294,21/08/2007,302000,114100763,Single Family,01/08/2007,434600,0.998621324,302417,1,15000,1040,0,0.75,3,6,1941,0,1,194000,92000,98028,FALSE
295,03/04/2015,250000,114100791,Single Family,01/04/2015,429900,0.987821691,253082,1,9848,1170,0,1.5,3,7,1963,0,1,164000,101000,98028,FALSE
297,16/08/2006,225000,114600150,Single Family,01/08/2006,411100,0.944623162,238190,1,9695,1360,300,1.75,3,7,1969,0,0,58000,126000,98023,FALSE
298,11/12/2006,585000,117000001,Single Family,01/12/2006,423400,0.972886029,601304,1,3565,1960,0,4.25,4,7,1940,2003,0,250000,328000,98116,FALSE
299,09/05/2007,655000,117000100,Single Family,01/05/2007,432100,0.992876838,659699,1,5750,2160,1080,1.75,3,7,1909,0,0,232000,309000,98116,FALSE
300,04/02/2008,635000,117000100,Single Family,01/02/2008,418400,0.961397059,660497,1,5750,2160,1080,1.75,3,7,1909,0,0,232000,309000,98116,FALSE
301,14/09/2007,799000,120059082,Single Family,01/09/2007,433500,0.99609375,802133,1,435191,2880,1200,3,4,9,1965,0,0,0,0,98092,FALSE
302,06/10/2006,280000,121029073,Single Family,01/10/2006,418300,0.961167279,291312,1,58411,1200,0,1.75,3,7,1978,0,0,113000,151000,98070,FALSE
303,27/03/2007,449950,121039131,Single Family,01/03/2007,429600,0.987132353,455815,1,18910,2750,1100,2.5,5,8,1967,0,0,59500,208000,98023,FALSE
304,01/05/2006,255000,121059007,Single Family,01/05/2006,400600,0.920496324,277024,1,43560,1200,0,1,4,6,1968,0,0,130000,102000,98042,FALSE
305,15/09/2010,357000,121059038,Single Family,01/09/2010,337200,0.774816176,460754,1,35245,2500,920,2.75,3,7,2000,0,0,121000,218000,98042,FALSE
307,10/09/2007,420000,123000110,Single Family,01/09/2007,433500,0.99609375,421647,1,5000,910,0,1,2,7,1924,0,0,268000,177000,98107,FALSE
308,18/04/2007,468000,123000225,Single Family,01/04/2007,430900,0.990119485,472670,1,5000,1190,0,2,2,7,1915,0,0,254000,239000,98107,FALSE
309,06/04/2006,168000,123039097,Single Family,01/04/2006,396500,0.911075368,184397,1,4000,660,0,1,2,5,1935,0,0,76000,57000,98106,FALSE
310,28/08/2006,320000,123039124,Single Family,01/08/2006,411100,0.944623162,338759,1,4196,1260,600,1,3,7,1942,0,1,72000,169000,98146,FALSE
311,12/05/2006,275000,123039151,Single Family,01/05/2006,400600,0.920496324,298752,1,6800,1200,0,1.75,3,7,1990,0,0,81000,139000,98106,FALSE
312,20/03/2006,317000,123039235,Single Family,01/03/2006,392100,0.900965074,351845,1,29228,1240,0,1,2,6,1939,0,2,109000,89000,98106,FALSE
313,11/06/2014,148000,123039336,Single Family,01/06/2014,400200,0.919577206,160944,1,8261,620,0,1,2,5,1939,0,0,85000,116000,98106,FALSE
314,30/01/2006,324950,123039364,Single Family,01/01/2006,383200,0.880514706,369046,1,13700,970,0,1,2,7,1949,0,0,92000,107000,98106,FALSE
315,14/12/2012,224950,123039383,Single Family,01/12/2012,339400,0.779871324,288445,1,7874,840,0,1,2,6,1956,0,0,189000,54000,98146,FALSE
316,13/10/2006,325000,123039420,Single Family,01/10/2006,418300,0.961167279,338131,1,7200,1300,0,1,3,7,1952,0,0,90000,208000,98146,FALSE
317,14/05/2008,395000,123039427,Single Family,01/05/2008,407400,0.936121324,421954,1,14000,2110,820,2,5,6,1944,0,0,94000,108000,98146,FALSE
318,20/06/2007,310000,123039471,Single Family,01/06/2007,433200,0.995404412,311431,1,10000,1570,0,2,5,6,1953,0,0,88000,108000,98146,FALSE
319,23/03/2010,379000,123039545,Single Family,01/03/2010,350300,0.804917279,470856,1,8803,2620,0,2.75,5,8,2008,0,0,85000,303000,98146,FALSE
320,23/01/2006,399950,123039555,Single Family,01/01/2006,383200,0.880514706,454223,1,21534,1310,0,1.5,3,7,1961,0,0,195000,174000,98146,FALSE
321,01/07/2014,102500,123039604,Single Family,01/07/2014,402000,0.923713235,110965,1,4320,2280,890,2.5,4,7,2015,0,0,76000,304000,98106,FALSE
322,10/09/2013,390000,123059042,Single Family,01/09/2013,377500,0.867417279,449611,1,220414,2190,860,2.25,3,7,1976,0,0,247000,170000,98059,FALSE
323,05/04/2007,550000,123059064,Single Family,01/04/2007,430900,0.990119485,555489,1,51836,2600,800,2.5,4,8,1987,0,0,163000,296000,98059,FALSE
324,20/11/2012,401500,123059085,Single Family,01/11/2012,335900,0.771829044,520193,1,43560,2500,1200,2.75,4,8,1977,0,0,161000,324000,98059,FALSE
325,19/04/2006,625000,124059070,Single Family,01/04/2006,396500,0.911075368,686003,1,13187,1800,0,2.5,3,9,1975,0,0,250000,321000,98008,FALSE
326,12/04/2007,1350000,124500030,Single Family,01/04/2007,430900,0.990119485,1363472,1,9411,3370,0,2.25,4,10,1988,0,0,391000,500000,98075,FALSE
327,20/05/2009,480000,125039021,Single Family,01/05/2009,360700,0.828814338,579141,1,2726,1230,350,1,2,7,1920,0,0,228000,257000,98117,FALSE
328,17/02/2006,432000,125039025,Single Family,01/02/2006,387600,0.890625,485053,1,3680,1550,500,1.75,3,7,1927,0,1,258000,282000,98117,FALSE
329,04/11/2009,525500,125039039,Single Family,01/11/2009,350900,0.806295956,651746,1,3750,1420,0,1,3,7,1927,0,0,272000,337000,98117,FALSE
330,28/03/2008,469922,125039072,Single Family,01/03/2008,415100,0.953814338,492677,1,4000,1240,0,1,3,7,1930,0,0,265000,262000,98117,FALSE
331,27/03/2012,1692000,125069038,Single Family,01/03/2012,313600,0.720588235,2348082,1,963702,5150,790,3.75,4,11,1997,0,0,462543,1537000,98053,FALSE
332,31/05/2007,579500,126039060,Single Family,01/05/2007,432100,0.992876838,583657,1,8212,4700,1580,4.75,7,8,1980,2010,0,154000,431000,98177,FALSE
333,24/03/2010,345000,126039206,Single Family,01/03/2010,350300,0.804917279,428615,1,9800,2130,600,2.5,4,7,1959,0,0,287000,126000,98177,FALSE
334,25/07/2013,385000,126039252,Single Family,01/07/2013,370700,0.851792279,451988,1,11367,1840,0,1.5,4,7,1950,0,0,172000,191000,98177,FALSE
338,11/07/2007,415000,126039323,Single Family,01/07/2007,434200,0.997702206,415956,1,10911,2060,700,1.75,5,7,1954,0,0,176000,226000,98177,FALSE
339,13/08/2007,399900,126039341,Single Family,01/08/2007,434600,0.998621324,400452,1,10200,2020,480,1,5,8,1959,0,1,164000,222000,98133,FALSE
341,27/07/2007,280000,126039507,Single Family,01/07/2007,434200,0.997702206,280645,1,9306,860,0,1,2,6,1942,0,0,172000,125000,98177,FALSE
342,05/06/2006,370000,126039588,Single Family,01/06/2006,404400,0.929227941,398180,1,9004,2100,250,3,4,7,1903,2010,0,287000,197000,98177,FALSE
344,24/05/2010,351500,126039640,Single Family,01/05/2010,347800,0.799172794,439830,1,8800,1830,440,2.25,3,8,1991,0,0,169000,302000,98177,FALSE
348,06/06/2007,450000,126049026,Single Family,01/06/2007,433200,0.995404412,452078,1,30964,1170,0,1,3,7,1946,0,0,256000,62000,98028,FALSE
349,28/08/2006,395000,126049100,Single Family,01/08/2006,411100,0.944623162,418156,1,27468,1830,0,1.75,3,7,1954,0,1,270000,89000,98028,FALSE
350,19/03/2007,899950,126049117,Single Family,01/03/2007,429600,0.987132353,911681,1,31500,2510,510,2.75,4,8,1930,2011,0,281000,304000,98028,FALSE
351,07/02/2006,360000,126049134,Single Family,01/02/2006,387600,0.890625,404211,1,14928,2300,840,2.75,4,7,1978,0,0,216000,185000,98028,FALSE
352,27/07/2007,393000,126049211,Single Family,01/07/2007,434200,0.997702206,393905,1,10400,1720,420,2.5,3,8,1992,0,1,150000,244000,98028,FALSE
353,04/12/2007,378000,126049217,Single Family,01/12/2007,425200,0.977022059,386890,1,10731,1530,0,1.75,3,7,1986,0,0,193000,152000,98028,FALSE
357,26/12/2008,485000,126059242,Single Family,01/12/2008,381600,0.876838235,553124,1,45738,1880,470,1.75,3,8,1980,0,0,217000,281000,98072,FALSE
358,24/10/2007,680000,126059282,Single Family,01/10/2007,431300,0.991038603,686149,1,52648,2450,480,3,4,8,1999,0,0,241000,359000,98077,FALSE
359,21/06/2006,355000,127100015,Single Family,01/06/2006,404400,0.929227941,382038,1,6500,1130,0,1,3,6,1948,0,1,150000,124000,98133,FALSE
360,31/10/2006,290000,128500060,Single Family,01/10/2006,418300,0.961167279,301716,1,4500,2180,810,2.75,4,7,2004,0,0,64000,167000,98001,FALSE
361,16/04/2007,295000,128500240,Single Family,01/04/2007,430900,0.990119485,297944,1,4774,1570,0,2.5,3,7,2003,0,0,61000,146000,98001,FALSE
362,09/04/2010,230000,128500320,Single Family,01/04/2010,349100,0.802159926,286726,1,5000,2020,0,2.5,4,7,2003,0,0,61000,169000,98001,FALSE
363,05/05/2008,297000,133000030,Single Family,01/05/2008,407400,0.936121324,317267,1,8000,1110,0,2,2,7,1937,0,0,85000,146000,98168,FALSE
364,23/06/2014,265000,133000127,Single Family,01/06/2014,400200,0.919577206,288176,1,9450,1620,0,2.25,3,7,1928,0,0,87000,117000,98168,FALSE
365,02/08/2007,314000,133000200,Single Family,01/08/2007,434600,0.998621324,314434,1,14746,1690,490,1,2,6,1948,0,0,94000,106000,98168,FALSE
366,09/06/2010,187000,133000530,Multiplex,01/06/2010,345800,0.794577206,235345,3,7667,2450,1190,4,4,7,1920,0,2,74000,141000,98168,FALSE
367,26/09/2007,365539,136000085,Single Family,01/09/2007,433500,0.99609375,366972,1,2775,1540,650,1,2,6,1952,0,0,147000,195000,98116,FALSE
368,29/01/2009,560000,136000220,Single Family,01/01/2009,378200,0.869025735,644400,1,2500,2000,190,2.5,2,8,1994,0,0,162000,432000,98116,FALSE
369,18/03/2008,588500,136000270,Single Family,01/03/2008,415100,0.953814338,616996,1,6000,1970,880,1.75,3,8,1910,1970,2,213000,448000,98116,FALSE
370,26/07/2011,485000,136000270,Single Family,01/07/2011,314100,0.721737132,671990,1,6000,1970,880,1.75,3,8,1910,1970,2,213000,448000,98116,FALSE
371,14/02/2007,812500,139000130,Multiplex,01/02/2007,427800,0.982996324,826554,2,6435,1680,760,2,4,6,1920,0,2,746000,10000,98116,FALSE
372,28/04/2015,800000,139000185,Multiplex,01/04/2015,429900,0.987821691,809863,3,4440,2100,0,2.5,3,7,1945,0,2,609000,93000,98116,FALSE
373,22/04/2008,740000,142000165,Single Family,01/04/2008,411700,0.946001838,782239,1,6050,2600,640,2.75,4,8,1949,0,0,228000,480000,98116,FALSE
374,05/09/2007,660000,145000035,Single Family,01/09/2007,433500,0.99609375,662588,1,4844,2620,910,1.5,3,8,1927,0,2,234000,491000,98116,FALSE
377,22/06/2006,850000,148000539,Single Family,01/06/2006,404400,0.929227941,914738,1,8239,3090,1000,3.75,4,9,1925,0,0,470000,571000,98116,FALSE
378,15/09/2006,775000,148000590,Single Family,01/09/2006,414800,0.953125,813115,2,7042,2440,800,2.75,4,7,1941,0,1,312000,379000,98116,FALSE
379,02/03/2011,665000,148000596,Single Family,01/03/2011,321600,0.738970588,899900,1,4296,2790,0,2.5,3,9,2007,0,1,253000,636000,98116,FALSE
380,13/11/2006,730000,148000616,Single Family,01/11/2006,421200,0.967830882,754264,1,7900,2580,1050,3,3,9,1961,0,0,457000,575000,98116,FALSE
381,23/05/2012,595000,148000661,Single Family,01/05/2012,318000,0.730698529,814289,1,4800,2340,400,2.75,3,8,1947,1991,0,248000,452000,98116,FALSE
